X,Y,Trial
-0.49113368353173426,0.6484783670889172,1
0.35569554468874165,-0.41395936967112745,1
1.2025247729092174,-1.476397106431172,1
2.0493540011296933,-2.538834843191217,1
2.8961832293501693,-3.6012725799512615,1
3.743012457570645,-4.663710316711306,1
4.5898416857911215,-5.72614805347135,1
5.436670914011597,-6.788585790231394,1
6.283500142232073,-7.851023526991439,1
7.130329370452549,-8.913461263751483,1
8.410485352073543,-8.950725595273713,1
9.690641333694538,-8.987989926795944,1
10.970797315315533,-9.025254258318174,1
12.250953296936528,-9.062518589840405,1
13.531109278557523,-9.099782921362635,1
14.811265260178518,-9.137047252884866,1
16.091421241799512,-9.174311584407096,1
17.371577223420505,-9.211575915929327,1
18.6517332050415,-9.248840247451557,1
19.93188918666249,-9.286104578973788,1
20.026646616232018,-7.871318955577024,1
20.121404045801544,-6.4565333321802605,1
20.21616147537107,-5.041747708783497,1
20.310918904940596,-3.626962085386733,1
20.405676334510122,-2.2121764619899693,1
20.50043376407965,-0.7973908385932058,1
20.595191193649175,0.6173947848035577,1
20.6899486232187,2.032180408200321,1
20.784706052788227,3.4469660315970847,1
20.879463482357753,4.861751654993848,1
19.771622371566092,5.419601271184486,1
18.66378126077443,5.977450887375123,1
17.55594014998277,6.53530050356576,1
16.44809903919111,7.093150119756397,1
15.34025792839945,7.6509997359470345,1
14.232416817607788,8.208849352137673,1
13.124575706816128,8.76669896832831,1
12.016734596024467,9.324548584518947,1
10.908893485232806,9.882398200709584,1
9.801052374441145,10.440247816900222,1
8.91637240664297,11.303498731941653,1
8.031692438844797,12.166749646983085,1
7.147012471046623,13.030000562024517,1
6.26233250324845,13.893251477065949,1
5.377652535450276,14.75650239210738,1
4.492972567652103,15.619753307148812,1
3.6082925998539293,16.483004222190242,1
2.7236126320557554,17.346255137231672,1
1.8389326642575816,18.209506052273102,1
0.9542526964594079,19.072756967314533,1
0.08849143235231294,20.07889847886619,1
-0.777269831754782,21.085039990417847,1
-1.643031095861877,22.091181501969505,1
-2.508792359968972,23.097323013521162,1
-3.374553624076067,24.10346452507282,1
-4.240314888183162,25.109606036624477,1
-5.106076152290258,26.115747548176135,1
-5.971837416397353,27.121889059727792,1
-6.837598680504448,28.12803057127945,1
-7.7033599446115435,29.134172082831107,1
-8.825153150478057,28.40439689735343,1
-9.94694635634457,27.67462171187575,1
-11.068739562211084,26.944846526398074,1
-12.190532768077597,26.215071340920396,1
-13.31232597394411,25.485296155442718,1
-14.434119179810624,24.75552096996504,1
-15.555912385677138,24.025745784487363,1
-16.67770559154365,23.295970599009685,1
-17.799498797410163,22.566195413532007,1
-18.921292003276676,21.83642022805433,1
-19.801587260066114,22.963228127036114,1
-20.681882516855552,24.0900360260179,1
-21.56217777364499,25.216843924999683,1
-22.442473030434428,26.343651823981467,1
-23.322768287223866,27.470459722963252,1
-24.203063544013304,28.597267621945036,1
-25.083358800802742,29.72407552092682,1
-25.96365405759218,30.850883419908605,1
-26.843949314381618,31.97769131889039,1
-27.724244571171056,33.104499217872174,1
-28.91595117141179,32.523943311639556,1
-30.107657771652526,31.94338740540694,1
-31.29936437189326,31.362831499174327,1
-32.491070972134,30.782275592941712,1
-33.68277757237473,30.201719686709097,1
-34.87448417261547,29.621163780476483,1
-36.0661907728562,29.040607874243868,1
-37.25789737309694,28.460051968011253,1
-38.44960397333767,27.87949606177864,1
-39.64131057357841,27.298940155546024,1
-39.874507805697775,26.06029335681922,1
-40.10770503781714,24.821646558092414,1
-40.34090226993651,23.58299975936561,1
-40.57409950205587,22.344352960638805,1
-40.80729673417524,21.105706161912,1
-41.040493966294605,19.867059363185195,1
-41.27369119841397,18.62841256445839,1
-41.50688843053334,17.389765765731585,1
-41.7400856626527,16.15111896700478,1
-41.97328289477207,14.912472168277974,1
-43.07888377698994,14.423258934969898,1
-44.18448465920781,13.934045701661821,1
-45.29008554142568,13.444832468353745,1
-46.395686423643554,12.955619235045669,1
-47.501287305861425,12.466406001737592,1
-48.606888188079296,11.977192768429516,1
-49.71248907029717,11.48797953512144,1
-50.81808995251504,10.998766301813363,1
-51.92369083473291,10.509553068505287,1
-53.02929171695078,10.02033983519721,1
-54.307094449304365,10.566704601677536,1
-55.58489718165795,11.113069368157861,1
-56.862699914011536,11.659434134638186,1
-58.14050264636512,12.205798901118511,1
-59.418305378718706,12.752163667598836,1
-60.69610811107229,13.298528434079161,1
-61.97391084342588,13.844893200559486,1
-63.25171357577946,14.391257967039811,1
-64.52951630813304,14.937622733520136,1
-65.80731904048662,15.483987500000461,1
-66.63497937615338,14.487682078601997,1
-67.46263971182015,13.491376657203533,1
-68.29030004748691,12.495071235805069,1
-69.11796038315367,11.498765814406605,1
-69.94562071882044,10.50246039300814,1
-70.7732810544872,9.506154971609677,1
-71.60094139015396,8.509849550211213,1
-72.42860172582073,7.5135441288127485,1
-73.25626206148749,6.517238707414284,1
-74.08392239715425,5.52093328601582,1
-73.20238197524063,4.526132794526255,1
-72.320841553327,3.53133230303669,1
-71.43930113141337,2.5365318115471247,1
-70.55776070949975,1.5417313200575598,1
-69.67622028758612,0.5469308285679948,1
-68.79467986567249,-0.44786966292157016,1
-67.91313944375887,-1.442670154411135,1
-67.03159902184524,-2.4374706459007003,1
-66.15005859993161,-3.4322711373902655,1
-65.26851817801798,-4.427071628879831,1
-64.05375016019045,-4.156642079037896,1
-62.83898214236291,-3.8862125291959613,1
-61.62421412453537,-3.6157829793540266,1
-60.40944610670783,-3.345353429512092,1
-59.194678088880295,-3.0749238796701572,1
-57.97991007105276,-2.8044943298282226,1
-56.76514205322522,-2.534064779986288,1
-55.55037403539768,-2.263635230144353,1
-54.33560601757014,-1.9932056803024185,1
